#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
AV|SPBL|61.3764|-151.8947|927.0|Spurr Beluga Lake, Mount Spurr, Alaska|2018-09-05T00:00:00.0000|
AV|SPCG|61.2913|-152.0228|1329.0|Capps Glacier, Mount Spurr, Alaska|2004-09-08T00:00:00.0000|
AV|SPCL|61.1956|-152.3399|1274.0|Chakachamna Lake, Mount Spurr, Alaska|2018-07-12T00:00:00.0000|
AV|SPCN|61.223675|-152.18403|733.3|Chakachatna North, Mount Spurr, Alaska|2010-09-01T00:00:00.0000|
AV|SPCP|61.265465|-152.155495|1640.0|Crater Peak Broadband, Mount Spurr, Alaska|2010-10-02T00:00:00.0000|
AV|SPNN|61.3662|-152.7012|1166.0|North Nagishlamina, Mount Spurr, Alaska|2011-07-31T00:00:00.0000|
AV|SPU|61.1811|-152.0566|800.0|Mount Spurr, Mount Spurr, Alaska|1988-04-01T00:00:00.0000|
AV|SPWE|61.27346|-152.559|1317.0|Spurr West, Mount Spurr, Alaska|2004-08-17T00:00:00.0000|
AV|SSBA|54.771749|-164.12662|646.2|Broadband A, Shishaldin Volcano, Alaska|2008-07-31T00:00:00.0000|
AV|SSLN|54.811351|-163.998557|789.6|North, Shishaldin Volcano, Alaska|1997-07-27T00:00:00.0000|
AV|SSLS|54.70938|-163.99723|796.0|South, Shishaldin Volcano, Alaska|1997-07-27T00:00:00.0000|
AV|STLK|61.4982|-151.8349|945.0|Strandline Lake, Mount Spurr Regional Station, Alaska|1997-09-01T00:00:00.0000|
AV|TAFL|51.7555|-177.8998|186.0|Flats, Tanaga Volcano, Alaska|2003-08-28T00:00:00.0000|
AV|TAFP|51.899|-177.9853|440.0|Falls Point, Tanaga Volcano, Alaska|2003-08-27T00:00:00.0000|
AV|TANO|51.9146|-178.1228|269.0|North, Tanaga Volcano, Alaska|2003-08-24T00:00:00.0000|
AV|TAPA|51.8144|-177.8148|640.0|Point Aries, Tanaga Volcano, Alaska|2003-08-27T00:00:00.0000|
AV|TASE|51.834935|-178.03717|686.0|Southeast, Tanaga Volcano, Alaska|2003-08-24T00:00:00.0000|
AV|TASO|51.85355|-178.1453|690.0|South, Tanaga Volcano, Alaska|2019-07-11T00:00:00.0000|
AV|VNBL|56.30434|-159.2077|640.7|Black Lake, Mount Veniaminof, Alaska|2022-07-31T00:00:00.0000|
AV|VNCG|56.20186|-159.48344|1199.1|Cone Glacier, Mount Veniaminof, Alaska|2022-07-31T00:00:00.0000|
AV|VNKR|56.032021|-159.36805|620.0|Kametolook River, Mount Veniaminof, Alaska|2002-02-06T00:00:00.0000|
AV|VNSG|56.125|-159.0875|761.0|Slim Glacier, Mount Veniaminof, Alaska|2002-02-06T00:00:00.0000|
AV|VNSO|56.081522|-159.264433|649.5|South, Mount Veniaminof, Alaska|2022-07-31T00:00:00.0000|
AV|VNSW|56.07137|-159.56071|696.8|Southwest, Mount Veniaminof, Alaska|2002-02-06T00:00:00.0000|
AV|VNWF|56.1509|-159.5643|1095.0|West Flank, Mount Veniaminof, Alaska|2002-02-06T00:00:00.0000|
AV|WACK|61.9858|-144.3305|2280.0|Chichokna Glacier, Mount Wrangell, Alaska|2000-07-30T00:00:00.0000|
AV|WAZA|62.0746|-144.1544|2531.0|Zanetti, Mount Wrangell, Alaska|2001-08-03T00:00:00.0000|
AV|WEBT|54.5902|-164.755|467.0|Beartrack Creek, Westdahl Peak, Alaska|2008-08-02T00:00:00.0000|
AV|WECS|54.53|-164.7796|639.0|Cape Sarichef, Westdahl Peak, Alaska|2008-08-04T00:00:00.0000|
AV|WESE|54.4723|-164.586|953.0|Southeast, Westdahl Peak, Alaska|1998-08-28T00:00:00.0000|
AV|WESN|54.57184|-164.58054|552.5|South, Westdahl Peak, Alaska|1998-10-16T00:00:00.0000|
AV|WESP|54.492371|-164.723326|977.0|Westdahl Peak, Westdahl Peak, Alaska|2008-07-31T00:00:00.0000|
AV|WTUG|54.8466|-164.3873|636.0|Tugamak, Westdahl Peak, Alaska|1998-10-16T00:00:00.0000|
AV|ZRO|54.09163|-165.97798|441.7|Zero, Akutan Volcano, Alaska|1996-07-24T00:00:00.0000|
AZ|BZN|33.4915|-116.667|1301.0|Buzz Northerns Place, Anza, CA, USA|1983-01-20T00:00:00.0000|
AZ|CPE|32.888901|-117.105103|150.0|Camp Elliot, Miramar, CA, USA|2004-05-04T00:00:00.0000|
AZ|CRY|33.5654|-116.7373|1128.0|Cary Ranch, Anza, CA, USA|1982-10-01T00:00:00.0000|
AZ|FRD|33.4947|-116.6022|1164.0|Ford Ranch, Anza, CA, USA|1982-10-01T00:00:00.0000|
AZ|KNW|33.7141|-116.7119|1507.0|Keenwild Fire Station, Mountain Center, CA, USA|1982-10-01T00:00:00.0000|
AZ|LVA2|33.3516|-116.5615|1435.0|Lost Valley Scout Camp, CA, USA|1993-04-18T00:00:00.0000|
AZ|MONP2|32.892|-116.4223|1875.0|Monument Peak TA Vault, Mt. Laguna, CA, USA|2007-09-15T00:00:00.0000|
AZ|PFO|33.611698|-116.459396|1259.0|Pinyon Flats Observatory, CA, USA|1982-10-01T00:00:00.0000|
AZ|RDM|33.630001|-116.847801|1365.0|Red Mountain, Riverside Co, CA, USA|1982-10-01T00:00:00.0000|
AZ|SIO5|32.8407|-117.2497|217.0|Mt. Soledad, La Jolla, CA|2017-05-23T00:00:00.0000|
AZ|SMER|33.457699|-117.170799|355.7|Santa Margarita Ecological Reserve, CA, USA|2002-02-09T00:00:00.0000|
AZ|SND|33.5519|-116.6129|1358.0|Jim Saunders Place, Anza, CA, USA|1982-10-01T00:00:00.0000|
AZ|TRO|33.5234|-116.4257|2628.0|Toro Peak, Riverside Co, CA, USA|1982-10-01T00:00:00.0000|
BK|AASB|38.43026|-121.10975|67.1|Rancho Murieta, CA|2021-08-10T18:27:00.0000|
BK|ADAM|38.75142|-122.33414|627.3|Adams Ridge, Knoxville, Napa County|2022-06-17T16:30:00.0000|
BK|ALVW|37.04906|-120.47143|41.8|Alview elementary school|2023-04-06T22:20:00.0000|
BK|AONC|39.93981|-122.0608|70.0|Abbey of New Clairvaux, Vina, CA|2020-06-11T18:50:00.0000|
BK|ATP|38.34791|-122.42708|472.1|Archer Taylor Preserve|2023-09-20T16:25:00.0000|
BK|AUSC|38.560515|-123.008941|482.2|Austic Creek SRA|2024-06-18T21:20:00.0000|
BK|AVSP|35.96302|-120.13313|301.3|Avenal State Prison|2024-05-07T21:30:00.0000|
BK|AZUL|36.81113|-120.98439|1102.4|Private|2024-04-02T23:15:00.0000|
BK|BABI|36.51579|-120.85301|571.2|Babies Gulch, Panoche, CA|2019-05-23T00:00:00.0000|
BK|BAKR|40.280351|-122.492261|191.2|Baker Fire Station, Cottonwood, CA|2022-03-30T22:30:00.0000|
BK|BARR|39.30477|-123.19748|264.7|Barra Winery, Redwood Valley, CA|2019-10-02T19:32:00.0000|
BK|BAYL|39.60519|-122.05753|37.3|Bayliss; Glenn County|2023-08-08T22:20:00.0000|
BK|BCCR|39.81856|-121.73417|518.8|Big Chico Creek, Paradise, CA USA|2020-10-07T00:00:00.0000|
BK|BDM|37.953972|-121.86554|219.8|Black Diamond Mines Park, Antioch, CA, USA|1998-11-12T00:00:00.0000|
BK|BEVN|39.33287|-122.90317|856.1|Bevans Ridge|2024-07-31T22:40:00.0000|
BK|BIGM|40.88648|-123.36207|1069.5|Big Mountain|2024-11-14T21:10:00.0000|
BK|BIGV|41.09439|-121.22769|1487.3|Big Valley, Lassen County|2022-06-29T20:45:00.0000|
BK|BITR|35.557209|-120.107646|508.3|Bitterwater Ranch|2025-11-19T21:45:00.0000|
BK|BJES|40.54362|-123.87996|1050.7|Bald Jesse, Humboldt County, CA|2019-08-22T00:00:00.0000|
BK|BKFS|39.916181|-121.062554|1208.8|Baker Forest|2025-10-29T21:55:00.0000|
BK|BKS|37.876221|-122.23558|243.9|Byerly Seismographic Vault, Berkeley, CA, USA|1993-12-13T23:54:00.0000|
BK|BL67|37.87492|-122.243179|736.2|LBL Building 67, Berkeley, CA, USA|2011-04-15T18:00:00.0000|
BK|BLAS|40.3227|-123.53248|1679.3|Black Lassic|2022-06-29T00:35:00.0000|
BK|BLCR|41.39385|-123.76358|1475.2|Blue Creek Mountain|2024-07-18T01:30:00.0000|
BK|BLUE|38.34234|-120.36462|1840.5|Blue Mountain|2021-07-10T00:07:00.0000|
BK|BONV|38.98742|-123.34856|196.9|Bradford Ranch, Boonville, CA|2019-08-07T00:00:00.0000|
BK|BOYR|38.98509|-121.79609|11.8|Boyer?s Landing, near Robbins|2023-07-05T20:30:00.0000|
BK|BRAD|35.92625|-120.76114|470.0|Bradley, CA|2021-06-03T22:00:00.0000|
BK|BRIB|37.919319|-122.152687|237.0|Briones Reserve, Orinda, CA, USA|2019-09-17T01:20:00.0000|
BK|BRIC|40.11223|-123.8965|180.5|Briceland Vineyard, Redway, CA|2019-02-28T00:00:00.0000|
BK|BRIT|41.03541|-121.6497|843.5|Lake Britton|2022-01-20T20:55:00.0000|
BK|BRK|37.87352|-122.260986|49.4|Haviland Hall, Berkeley, CA, USA|1996-08-16T00:00:00.0000|
BK|BTVR|40.11852|-121.16221|1326.7|Butt Valley Reservoir|2025-11-18T22:50:00.0000|
BK|BUCI|38.13688|-122.57818|181.2|Buck Institute, Novato|2022-08-26T21:00:00.0000|
BK|BUCR|37.6733|-120.1496|1034.0|Buckhorn Flat Ranch, Coulterville, CA|2019-04-30T00:00:00.0000|
BK|CCOR|36.068841|-119.549318|61.9|Corcoran|2023-08-01T18:20:00.0000|
BK|CGRV|36.79147|-118.66033|1450.2|Cedar Grove|2020-11-05T21:34:00.0000|
BK|CLRV|41.79816|-121.11134|1377.2|Clear Lake Reservoir|2021-11-21T18:51:00.0000|
BK|CMB|38.03455|-120.386513|697.0|Columbia College, Columbia, CA, USA|1996-09-25T19:19:00.0000|
BK|DCMP|39.46897|-123.337498|450.0|DeCamp, Mendocino County, CA|2017-07-28T00:00:00.0000|
BK|DIAZ|41.00383|-120.74563|1984.0|Diaz Spring, Lassen County|2022-08-18T16:00:00.0000|
BK|DLIK|40.45543|-122.89424|1293.0|Deerlick Springs, Shasta County, CA|2019-11-20T00:00:00.0000|
BK|DMOR|40.70973|-123.70331|1305.0|Dinsmores, Humboldt County, CA|2019-08-20T00:00:00.0000|
BK|DRDG|38.16819|-119.96892|2136.7|Dodge Ridge|2021-07-08T02:30:00.0000|
BK|DRYC|41.51694|-120.34886|1718.2|Dry Creek Basin Area|2021-12-08T00:00:00.0000|
BK|EAGL|40.62486|-120.72893|1564.7|Eagle Lake, Susanville, CA USA|2020-10-22T00:00:00.0000|
BK|ETSL|39.72082|-123.05399|1461.7|Etsel Ridge|2024-07-30T19:25:00.0000|
BK|FARB|37.697572|-123.001011|14.0|Farallon Islands, CA, USA|2024-01-31T16:25:00.0000|
BK|FORD|36.6879|-121.78054|34.4|Fort Ord Natural Reserve, Marina, CA|2019-07-25T00:00:00.0000|
BK|GALB|38.86192|-123.25636|494.8|Galbreath Preserve, Mendocino County, CA|2019-05-30T00:00:00.0000|
BK|GASB|39.65474|-122.71596|1389.3|Alder Springs, CA, USA|2024-04-18T21:10:00.0000|
BK|GCKB|39.54462|-122.43671|249.1|Clark Valley|2023-09-21T21:00:00.0000|
BK|GHOP|40.30643|-123.97797|1028.9|Grasshopper Mountain|2022-05-05T19:00:00.0000|
BK|GRPK|41.12162|-121.99428|1497.2|Grizzly Peak|2021-06-17T19:42:00.0000|
BK|GTSB|39.31166|-122.60355|1102.4|Trough Springs/Crackerbox Ridge, CA 95979|2021-03-16T00:00:00.0000|
BK|GUMB|41.21297|-122.5094|1849.8|Gumboot Lake|2021-10-13T00:00:00.0000|
BK|HALS|39.81357|-123.72703|582.0|Hales Grove, Mendocino, CA|2020-06-19T00:00:00.0000|
BK|HAPY|41.417678|-121.110674|1854.2|Happy Camp Mountain|2021-12-06T22:56:00.0000|
BK|HAS2|36.38546|-121.56139|603.8|Hastings 2|2021-05-18T21:00:00.0000|
BK|HATC|40.816101|-121.461166|1009.3|Hat Creek Radio Astronomy Obs., Cassel, CA, USA|2008-04-15T00:00:00.0000|
BK|HAYF|40.5227|-123.23198|776.6|Tule Creek, Hayfork, CA|2019-11-19T00:00:00.0000|
BK|HELL|36.680111|-119.02282|1140.0|Rademacher Property, Miramonte, CA, USA|2008-04-03T01:47:00.0000|
BK|HOPS|38.99349|-123.072347|305.4|Hopland Research and Extension Center, Hopland, CA, USA|2024-10-17T16:35:00.0000|
BK|HRCH|38.57564|-123.24421|375.6|Hirsch Winery property|2023-06-22T21:00:00.0000|
BK|HULI|36.02134|-121.23554|342.0|Fort Hunter Liggett, CA|2017-08-10T19:10:00.0000|
BK|HULL|39.51432|-122.94063|1891.6|Hull Mountain|2024-07-31T15:40:00.0000|
BK|HUNT|40.18942|-123.14557|1540.0|Big Hunter Mountain, Trinity County|2022-06-28T21:00:00.0000|
BK|JASP|37.40337|-122.24048|125.0|Jasper Ridge Ecological Reserve|2024-12-17T21:00:00.0000|
BK|JCC|40.817451|-124.029549|27.2|Jacoby Creek, Bayside, CA, USA|2001-04-11T21:27:00.0000|
BK|JEPS|38.25789|-121.82518|6.1|Jepson Prairie, Dixon, CA|2018-12-13T00:00:00.0000|
BK|JEWT|40.063044|-123.628171|694.1|Jewett Creek|2023-08-23T19:50:00.0000|
BK|KARE|36.59736|-119.50381|104.1|Kearney REC, Parlier, CA|2018-12-03T00:00:00.0000|
BK|KETL|36.05749|-120.14935|376.3|Kettleman Hills|2024-05-09T20:45:00.0000|
BK|KNEE|40.71519|-123.90112|892.2|Kneeland/Ashfield Ridge|2022-09-07T22:00:00.0000|
BK|KRUG|40.951824|-123.953674|398.6|Krueger Creek|2023-08-22T19:40:00.0000|
BK|LAKN|41.37171|-121.55667|1249.6|Lakin; Siskiyou County CA|2024-10-16T21:20:00.0000|
BK|LAND|36.05864|-121.58752|164.9|Landels-Hill Big Creek Reserve, Lucia, CA|2019-07-26T00:00:00.0000|
BK|LCOS|38.19243|-122.20137|206.2|Lynch Canyon Open Space|2024-12-18T21:20:00.0000|
BK|LCOW|40.64261|-122.18524|236.2|Little Cow Creek, Bella Vista, CA|2020-06-10T18:50:00.0000|
BK|LCUV|35.65196|-120.73221|408.6|Le Cuvier Winery, Paso Robles, CA|2019-04-03T00:00:00.0000|
BK|LEGD|37.21426|-120.14916|92.5|Drayer Ranch, Le Grand, CA|2018-12-05T00:00:00.0000|
BK|LGMB|41.59944|-121.83623|1623.1|Garner Mountain|2022-09-29T23:40:00.0000|
BK|LIND|36.35307|-119.05668|158.0|Lindcove REC, Exeter, CA|2018-12-06T00:00:00.0000|
BK|LITV|40.83679|-121.11247|1561.6|Little Valley, Lassen County|2022-08-16T22:00:00.0000|
BK|LLNL|37.68188|-121.71675|185.0|Lawrence Livermore National Laboratory|2022-04-07T00:33:00.0000|
BK|LSIB|40.39735|-121.42345|1890.8|Lassen Sifford Mountain|2023-07-12T21:50:00.0000|
BK|LTIB|41.175892|-121.488893|1183.4|Timbered Crater|2024-08-07T22:35:00.0000|
BK|MBARI|36.80615|-121.78802|4.3|Monterey Bay Aquarium Research Institute|2022-11-10T15:00:00.0000|
BK|MCCM|38.144779|-122.88018|-7.7|Marconi Conference Center, Marshall, CA, USA|2006-02-03T18:30:00.0000|
BK|MERC|37.3889|-120.45944|65.0|Merced, CA|2020-09-30T00:00:00.0000|
BK|MHC|37.34164|-121.64257|1250.4|Lick Observatory, Mt. Hamiliton, CA, USA|2022-08-11T18:45:00.0000|
BK|MILL|41.70532|-124.04106|560.5|Mill Creek, CA|2021-08-26T01:00:00.0000|
BK|MKOF|39.37345|-120.935989|1226.0|Malakoff Diggins State Historic Park|2024-08-23T21:40:00.0000|
BK|MLKN|38.38294|-122.2381|356.4|Milliken Reservoir, Napa, CA|2023-01-25T17:50:00.0000|
BK|MMI|37.41964|-119.74378|1307.7|Miami Mountain, Sierra National Forest, Mariposa County|2021-03-19T00:00:00.0000|
BK|MNDO|39.31418|-123.74511|179.4|Woodlands Fire Station, Mendocino, CA|2019-06-05T00:00:00.0000|
BK|MNLT|40.23124|-120.84245|1738.9|Moonlight Peak|2023-07-14T18:15:00.0000|
BK|MNRC|38.878738|-122.442772|709.9|McLaughlin Natural Reserve (UC Davis), CA, USA|2003-06-19T15:00:00.0000|
BK|MOD|41.902458|-120.302948|1554.5|Modoc Plateau, CA, USA|2020-08-05T23:40:00.0000|
BK|MOGU|41.83072|-122.4205|825.3|York Ranch, Montague, CA|2019-02-27T00:00:00.0000|
BK|MORK|38.519561|-122.361277|137.4|Moore Creek Park, Napa County|2025-09-17T19:40:00.0000|
BK|MTOS|37.50492|-121.32778|312.6|Mt Oso, Westley, CA, USA|2025-11-18T21:10:00.0000|
BK|MZTA|41.27792|-120.80101|2139.8|Manzanita Lookout|2021-11-19T17:38:09.0000|
BK|OAKV|38.43057|-122.41085|59.6|Oakville Experimental Vineyard, Oakville, CA|2018-12-18T17:00:00.0000|
BK|ORRS|39.272191|-123.434245|596.3|Orr Springs|2023-08-24T21:00:00.0000|
BK|ORV|39.554508|-121.500359|334.7|Oroville Dam, Oroville, CA, USA|1992-07-31T18:50:00.0000|
BK|OVRO|37.23066|-118.283|1216.0|Owens Valley Radio Observatory, Big Pine, CA|2019-08-01T00:00:00.0000|
BK|PABC|35.15879|-120.64003|200.2|Pismo Beach, CA|2021-08-12T21:02:00.0000|
BK|PACP|37.007999|-121.287003|844.0|Pacheco Peak, CA, USA|2003-06-19T15:00:00.0000|
BK|PATT|36.96238|-119.05665|2459.5|Patterson Mtn|2024-09-05T00:05:00.0000|
BK|PBDB|35.70889|-121.27249|186.4|Piedras Blancas; Hearst Ranch|2025-01-14T00:00:00.0000|
BK|PESC|37.24611|-122.383|98.8|Peninsula Open Space; Pescadero, CA|2023-09-27T22:10:00.0000|
BK|PETL|40.28844|-124.34259|49.6|Punta Gorda, Petrolia, CA|2019-03-01T00:00:00.0000|
BK|PETY|40.1766|-122.7884|962.0|Pettyjohn Place, Tehama County, CA|2017-09-14T21:26:00.0000|
BK|PINL|38.01|-122.36602|13.9|Point Pinole, Richmond, CA|2018-10-23T00:00:00.0000|
BK|PKD|35.945171|-120.541603|583.0|Bear Valley Ranch, Parkfield, CA, USA|1996-09-06T16:28:00.0000|
BK|PORC|41.60196|-120.73072|1573.7|Porcupine Ridge|2021-11-21T18:51:00.0000|
BK|PORG|37.481716|-119.375053|2028.1|Portuguese Creek|2025-09-25T20:10:00.0000|
BK|PRDS|40.10561|-124.04458|786.5|Paradise Ridge|2022-09-09T00:20:00.0000|
BK|PVSP|36.13|-120.25365|176.7|Pleasant Valley|2023-04-04T22:10:00.0000|
BK|PWAY|40.244313|-121.781449|1004.0|Ponderosa WayAntelope Creek|2024-09-26T22:35:00.0000|
BK|PWOD|38.58075|-122.70187|438.1|Pepperwood Preserve|2023-01-26T22:10:00.0000|
BK|QRDG|38.48086|-122.14485|364.1|Quail Ridge Reserve, Napa, CA|2018-10-26T00:00:00.0000|
BK|RAMR|35.636052|-120.86979|451.8|Ramage Ranch, Paso Robles, CA, USA|2025-11-18T23:10:00.0000|
BK|RAVE|40.798|-120.30841|1634.5|Ravendale, CA|2022-03-29T21:20:00.0000|
BK|RBOW|40.33467|-124.11136|1100.0|Rainbow Ridge, Humboldt, CA|2020-06-18T02:42:00.0000|
BK|RCAN|35.75349|-120.60504|378.1|Ranchita Canyon|2025-09-09T18:45:00.0000|
BK|RIMR|41.821211|-120.592957|1579.4|Rimrock Valley Reservoir|2021-12-06T22:56:00.0000|
BK|ROMB|38.58891|-122.03158|149.1|Rominger Bros.; near Winters|2023-08-10T20:00:00.0000|
BK|RUSS|38.54465|-121.86743|28.6|Russell Ranch ASI., Davis, CA|2019-01-16T00:00:00.0000|
BK|RVIT|39.90629|-123.37859|781.8|Round Valley Indian Tribe, Mendocino County, CA|2019-10-01T00:00:00.0000|
BK|RVRP|37.867413|-121.747376|74.3|Round Valley Regional Preserve|2024-10-09T23:00:00.0000|
BK|SAGE|40.79458|-122.03895|758.0|Sage Hen Hill, Round Mountain, CA USA|2020-10-20T00:00:00.0000|
BK|SANG|41.91013|-123.64922|1641.3|Sanger Peak|2021-08-25T01:00:00.0000|
BK|SAO|36.76403|-121.44722|317.2|San Andreas Geophysical Obs., Hollister, CA, USA|2019-09-17T20:11:00.0000|
BK|SBAR|41.6627|-123.07106|1489.0|Scott Bar, CA|2021-10-15T21:52:00.0000|
BK|SCOT|41.391998|-122.853798|960.0|Callahan, CA, USA|2017-06-14T23:45:00.0000|
BK|SCZ|36.598|-121.403|261.0|Chualar Canyon, Santa Cruz, CA, USA|2013-04-10T22:27:00.0000|
BK|SEIA|41.85032|-123.14708|866.3|Seiad Valley|2024-09-17T21:55:00.0000|
BK|SFRE|39.25655|-121.32278|282.0|Sierra Foothills REC, Browns Valley, CA|2019-02-07T00:00:00.0000|
BK|SHEP|41.7826|-121.839302|1391.0|Macdoel, CA, USA|2016-12-21T01:17:00.0000|
BK|SHWD|39.511871|-123.494942|852.1|Sherwood Rancheria area, Willits|2023-02-02T21:10:00.0000|
BK|SIGP|41.87266|-124.06781|547.6|Signal Peak, near Fort Dick CA, USA|2018-10-30T00:00:00.0000|
BK|SKGS|38.688996|-123.078424|640.4|Skaggs, Las Lomas|2023-02-02T00:00:00.0000|
BK|SNCR|38.950076|-122.247288|284.5|Sand Creek|2024-12-04T00:05:00.0000|
BK|SPAN|38.97599|-123.65702|182.9|Spanish Creek|2023-06-21T21:20:00.0000|
BK|SPRL|40.02238|-123.8498|441.3|Sproul Creek|2023-07-25T00:00:00.0000|
BK|STRA|36.82275|-121.157354|533.1|Strathearn Ranch; UC Natural Reserve|2025-11-05T23:35:00.0000|
BK|SUGR|41.03867|-123.74857|1168.5|Sugarpine Mountain|2024-09-19T19:35:00.0000|
BK|SUTB|39.229099|-121.786102|252.0|Sutter Buttes, CA, USA|2008-05-22T22:54:00.0000|
BK|SWNM|40.417068|-121.112224|2063.8|Swain Mt|2024-09-25T21:20:00.0000|
BK|TCHL|35.688122|-120.400917|431.0|Clark Property, Shandon, CA, USA|2013-06-19T19:45:00.0000|
BK|TESL|37.614855|-121.590482|644.6|Alameda-Tesla Expansion Area|2024-10-08T23:25:00.0000|
BK|THIS|35.724049|-120.228447|643.0|South End of Cholame Valley, Shandon, CA, USA|2012-05-07T16:25:00.0000|
BK|THOM|41.090817|-123.077719|1077.0|Thompson Peak|2024-10-15T20:35:00.0000|
BK|TOLH|36.94966|-119.44162|383.3|Petersen Ranch, Tollhouse, CA|2020-10-01T00:00:00.0000|
BK|TRIN|40.9741|-122.705|935.0|Scott Ranch, Trinity Center, CA USA|2017-07-12T02:46:00.0000|
BK|TSCN|35.54398|-120.348061|476.5|Shell Creek North, Shandon, CA, USA|2012-03-09T00:00:00.0000|
BK|TULE|41.9647|-121.46731|1231.1|Intermountain Research and Extension Center, Tulelake, CA|2019-01-18T00:00:00.0000|
BK|TUMY|36.52392|-120.66392|767.2|Tumey Hills|2024-11-06T00:20:00.0000|
BK|TWIT|38.09712|-121.68321|-3.0|Twitchell Island Reclamation, Rio Vista, CA|2019-07-01T00:00:00.0000|
BK|UKON|41.58397|-123.47601|1394.0|Ukonom Mountain|2024-07-18T21:55:00.0000|
BK|UMUN|37.158363|-121.903434|996.1|Mount Umunhum|2023-12-06T18:05:00.0000|
BK|USAL|39.88214|-123.81619|560.7|Usal Creek|2024-03-21T23:20:00.0000|
BK|VAK|37.877525|-122.248894|266.0|LBL B46 Tunnel, Berkeley, CA, USA|2010-08-31T00:00:00.0000|
BK|WEAV|40.74575|-122.98404|1066.8|Weaverville, CA USA|2018-11-01T00:00:00.0000|
BK|WEBR|38.71769|-120.69189|744.2|Weber Reservoir, near Camino|2023-07-06T20:20:00.0000|
BK|WELL|38.43847|-120.7241|563.7|Weller Cave, Western Cave Conservancy, Sutter Creek, CA|2019-05-02T00:00:00.0000|
BK|WENL|37.622108|-121.756973|138.9|Wente Vineyards, Livermore, CA, USA|1998-07-15T20:30:00.0000|2026-05-15T19:50:00.0000
BK|WENL|37.622108|-121.756973|138.9|Wente Vineyards, Livermore, CA, USA|2026-05-15T19:50:00.0000|
BK|WHCL|36.288958|-119.829105|64.9|West Hills College|2023-08-02T19:50:00.0000|
BK|WHMT|41.5716|-122.02018|1847.8|West Haight Mountain|2022-09-28T23:50:00.0000|
BK|WINE|36.670213|-119.907716|73.5|Golden State Vintners, Fresno, CA USA|2019-01-29T00:00:00.0000|
BK|WLKR|40.3629|-124.32226|274.9|Walker Ranch; near Petrolia CA|2023-07-25T21:50:00.0000|
BK|WROK|35.4453|-120.88023|177.0|Whale Rock Reservoir|2021-05-19T22:56:00.0000|
BK|WSRE|36.33543|-120.11723|88.1|West Side REC, Calflax, CA USA|2018-11-15T00:00:00.0000|
BK|WTWN|40.60339|-122.55616|495.0|Whiskeytown Reservoir|2025-03-19T22:40:00.0000|
BK|YBH|41.73204|-122.710388|1059.7|Yreka Blue Horn Mine, Yreka, CA, USA|2022-11-15T21:30:00.0000|
BK|YUBA|39.33756|-120.53722|2370.9|Signal Peak, Yuba Pass, CA|2019-09-26T19:28:00.0000|
BN|EKB|55.34|-3.18|356.0|ESKDALEMUIR|1983-01-01T00:00:00.0000|
BN|LLW|52.849201|-3.665|213.0|Llanuwchllyn, UK|2010-08-17T00:00:00.0000|
BX|BROLN|-21.09967|27.33424|1047.0|Borolong|2018-02-17T00:00:00.0000|
BX|BTLPN|-18.78417|25.196014|1035.0|Bottlepan|2018-02-17T00:00:00.0000|
BX|CKGRV|-21.403549|23.771767|1005.0|CKGR|2018-02-17T00:00:00.0000|
BX|GMARE|-19.389299|22.162458|985.0|Gumare|2018-02-17T00:00:00.0000|
BX|GRTLG|-21.36191|21.215712|1198.0|Groot Laagt|2018-02-17T00:00:00.0000|
BX|KDWAN|-23.38039|24.660793|1038.0|Kaudwane|2018-02-17T00:00:00.0000|
BX|KGCAE|-22.853821|22.206787|1153.0|Kacgae|2018-02-17T00:00:00.0000|
BX|KHWEE|-21.9464|25.446911|1083.0|Khwee|2018-02-17T00:00:00.0000|
BX|KOOLE|-22.993059|20.195551|1313.0|Kole|2018-02-17T00:00:00.0000|
BX|KSANE|-17.800171|25.161894|1006.0|Kasane|2018-02-17T00:00:00.0000|
BX|LKGWB|-24.11351|21.782303|1153.0|Lokgwabe|2018-02-17T00:00:00.0000|
BX|LPHEP|-23.363029|25.859613|1020.0|Lephepe|2018-02-17T00:00:00.0000|
BX|MAKGR|-25.81185|24.800846|1158.0|Mmakgori|2018-02-17T00:00:00.0000|
BX|MREMI|-22.56967|27.446815|911.0|Moremi|2018-02-17T00:00:00.0000|
BX|PHDHD|-20.195681|24.537193|956.0|Phuduhudu|2018-02-17T00:00:00.0000|
BX|PHPEN|-25.475531|22.857294|1030.0|Phepheng|2018-02-17T00:00:00.0000|
BX|QNGWA|-19.52956|21.174|1094.0|Qangwa|2018-02-17T00:00:00.0000|
BX|SKOMA|-24.515341|23.932789|980.0|Sekoma|2018-02-17T00:00:00.0000|
BX|SLIND|-18.62088|23.500484|961.0|Selinda|2018-02-17T00:00:00.0000|
BX|SOOWA|-20.562851|26.21785|941.0|Sowa|2018-02-17T00:00:00.0000|
BX|XAUDM|-18.53956|21.338223|1060.0|Xaudum|2018-02-17T00:00:00.0000|
C|CCH2|-36.603001|-72.077797|123.0|Chillan|2010-03-10T00:00:00.0000|
C|CLCH|-33.396198|-70.536797|865.0|Cerro Calan|2002-04-30T00:00:00.0000|
C|COCH|-36.131302|-72.788399|23.0|Cobquecura|2010-08-13T00:00:00.0000|
C|FAR1|-33.3377|-70.2994|2770.0|FAR1|2010-01-01T00:00:00.0000|
